"GEOID10","NAME","TOTAL_POPULATION","HISP_LAT_TOTAL","HISP_LAT_NONHISPANIC_LATINO","HISP_LAT_HISPANIC_LATINO","TOTAL_POP_WHITE","MEDIAN_AGE"
"36081035200","Census Tract 352, Queens County, New York",2414,2414,2232,182,43,37.7
"36081035300","Census Tract 353, Queens County, New York",2690,2690,590,2100,933,45.6
"36081035700","Census Tract 357, Queens County, New York",4947,4947,2495,2452,1580,50.3
"36081035800","Census Tract 358, Queens County, New York",3927,3927,3669,258,65,35.6
"36081036100","Census Tract 361, Queens County, New York",2426,2426,901,1525,649,46.5
"36081036300","Census Tract 363, Queens County, New York",2397,2397,699,1698,664,42.7
"36081036500","Census Tract 365, Queens County, New York",3885,3885,768,3117,1118,41.7
"36081036600","Census Tract 366, Queens County, New York",2592,2592,2435,157,40,41
"36081036700","Census Tract 367, Queens County, New York",2676,2676,1322,1354,542,44.6
"36081036800","Census Tract 368, Queens County, New York",2362,2362,2222,140,20,37.3
"36081037100","Census Tract 371, Queens County, New York",1597,1597,869,728,283,48.7
"36081037300","Census Tract 373, Queens County, New York",2532,2532,815,1717,639,44.5
"36081037500","Census Tract 375, Queens County, New York",3783,3783,662,3121,1237,45.1
"36081037600","Census Tract 376, Queens County, New York",5598,5598,5266,332,76,38.9
"36081037700","Census Tract 377, Queens County, New York",4227,4227,652,3575,1127,41
"36081037900","Census Tract 379, Queens County, New York",6214,6214,959,5255,1658,37.8
"36081038100","Census Tract 381, Queens County, New York",6808,6808,1443,5365,2033,47.4
"36081038301","Census Tract 383.01, Queens County, New York",0,0,0,0,0,0
"36081038302","Census Tract 383.02, Queens County, New York",56,56,36,20,31,36.5
"36081038400","Census Tract 384, Queens County, New York",2333,2333,2234,99,29,38.6
"36081039400","Census Tract 394, Queens County, New York",2814,2814,2651,163,23,38
"36081039800","Census Tract 398, Queens County, New York",1657,1657,1549,108,33,35.9
"36081039900","Census Tract 399, Queens County, New York",4132,4132,840,3292,1130,42.3
"36081040000","Census Tract 400, Queens County, New York",1267,1267,1197,70,10,37.4
"36081040100","Census Tract 401, Queens County, New York",7527,7527,1201,6326,1938,40.1
"36081040200","Census Tract 402, Queens County, New York",1368,1368,1284,84,13,40.3
"36081040300","Census Tract 403, Queens County, New York",6777,6777,1030,5747,1885,31
"36081040400","Census Tract 404, Queens County, New York",3918,3918,3511,407,164,38.7
"36081040500","Census Tract 405, Queens County, New York",3303,3303,246,3057,884,37.5
"36081040700","Census Tract 407, Queens County, New York",8304,8304,903,7401,2578,43.2
"36081040900","Census Tract 409, Queens County, New York",5094,5094,678,4416,1772,40.9
"36081041100","Census Tract 411, Queens County, New York",3947,3947,645,3302,1402,37.9
"36081041300","Census Tract 413, Queens County, New York",4464,4464,941,3523,1721,30.4
"36081041400","Census Tract 414, Queens County, New York",4033,4033,3407,626,214,32.4
"36081041500","Census Tract 415, Queens County, New York",4278,4278,900,3378,1987,35.6
"36081042400","Census Tract 424, Queens County, New York",2161,2161,2047,114,29,43.2
"36081042600","Census Tract 426, Queens County, New York",512,512,480,32,218,67.3
"36081042700","Census Tract 427, Queens County, New York",4604,4604,944,3660,1963,32.5
"36081043200","Census Tract 432, Queens County, New York",1166,1166,1102,64,25,37.8
"36081043400","Census Tract 434, Queens County, New York",1956,1956,1788,168,57,42.8
"36081043701","Census Tract 437.01, Queens County, New York",3381,3381,1370,2011,1663,51.7
"36081043702","Census Tract 437.02, Queens County, New York",6476,6476,2422,4054,2042,42.6
"36081043900","Census Tract 439, Queens County, New York",4790,4790,730,4060,1815,33.9
"36081044000","Census Tract 440, Queens County, New York",3669,3669,3161,508,136,32.1
"36081044301","Census Tract 443.01, Queens County, New York",4033,4033,1106,2927,1469,43.4
"36081044302","Census Tract 443.02, Queens County, New York",5223,5223,2997,2226,1169,39.1
"36081044400","Census Tract 444, Queens County, New York",3236,3236,2089,1147,476,37.5
"36081044601","Census Tract 446.01, Queens County, New York",3367,3367,1905,1462,655,46
"36081044602","Census Tract 446.02, Queens County, New York",4596,4596,2994,1602,599,38.3
"36081044800","Census Tract 448, Queens County, New York",2571,2571,2053,518,454,38.5
"36081045000","Census Tract 450, Queens County, New York",1943,1943,1527,416,630,32.9
"36081045200","Census Tract 452, Queens County, New York",1153,1153,1022,131,386,79.2
"36081045400","Census Tract 454, Queens County, New York",4773,4773,4255,518,449,41.4
"36081045500","Census Tract 455, Queens County, New York",12330,12330,8289,4041,3582,39.3
"36081045600","Census Tract 456, Queens County, New York",1338,1338,1174,164,232,36.5
"36081045700","Census Tract 457, Queens County, New York",3355,3355,2306,1049,742,40
"36081045800","Census Tract 458, Queens County, New York",2016,2016,1737,279,329,44
"36081045900","Census Tract 459, Queens County, New York",3975,3975,2476,1499,862,29.3
"36081046000","Census Tract 460, Queens County, New York",6006,6006,3793,2213,875,44.9
"36081046100","Census Tract 461, Queens County, New York",3089,3089,1542,1547,820,42.5
"36081046200","Census Tract 462, Queens County, New York",7296,7296,4866,2430,1137,38.9
"36081046300","Census Tract 463, Queens County, New York",4284,4284,1532,2752,1125,39.7
"36081046400","Census Tract 464, Queens County, New York",1643,1643,1379,264,545,28.3
"36081046500","Census Tract 465, Queens County, New York",4247,4247,749,3498,1443,36.5
"36081046600","Census Tract 466, Queens County, New York",3058,3058,2535,523,741,40.3
"36081046700","Census Tract 467, Queens County, New York",7112,7112,2723,4389,2360,39.8
"36081046800","Census Tract 468, Queens County, New York",3829,3829,2890,939,468,33.6
"36081046900","Census Tract 469, Queens County, New York",8570,8570,3644,4926,2748,46.3
"36081047000","Census Tract 470, Queens County, New York",3247,3247,2363,884,436,37.8
"36081047100","Census Tract 471, Queens County, New York",4425,4425,3117,1308,973,42.8
"36081047200","Census Tract 472, Queens County, New York",3760,3760,3147,613,1016,45
"36081047300","Census Tract 473, Queens County, New York",3997,3997,3053,944,1042,36.8
"36081047500","Census Tract 475, Queens County, New York",4835,4835,3617,1218,1189,39.2
"36081047600","Census Tract 476, Queens County, New York",1326,1326,1198,128,645,43.5
"36081047800","Census Tract 478, Queens County, New York",5294,5294,4319,975,1272,44.4
"36081047900","Census Tract 479, Queens County, New York",5456,5456,4324,1132,1208,36.4
"36081048000","Census Tract 480, Queens County, New York",2506,2506,1999,507,324,39.8
"36081048100","Census Tract 481, Queens County, New York",6781,6781,4202,2579,1624,52.7
"36081048200","Census Tract 482, Queens County, New York",1452,1452,1167,285,198,44.4
"36081048300","Census Tract 483, Queens County, New York",4047,4047,2824,1223,946,38.3
"36081048400","Census Tract 484, Queens County, New York",4979,4979,4099,880,453,37.2
"36081048500","Census Tract 485, Queens County, New York",4598,4598,3850,748,744,44.5
"36081048900","Census Tract 489, Queens County, New York",1486,1486,1004,482,489,33.5
"36081049200","Census Tract 492, Queens County, New York",4750,4750,4025,725,536,40.2
"36081049301","Census Tract 493.01, Queens County, New York",2134,2134,1686,448,1229,40
"36081049302","Census Tract 493.02, Queens County, New York",2811,2811,1957,854,1999,49.8
"36081049500","Census Tract 495, Queens County, New York",1358,1358,1017,341,1052,10.5
"36081049600","Census Tract 496, Queens County, New York",3030,3030,2452,578,336,37.4
"36081049700","Census Tract 497, Queens County, New York",3021,3021,2375,646,1635,44.5
"36081049900","Census Tract 499, Queens County, New York",5071,5071,4094,977,1570,30.2
"36081050000","Census Tract 500, Queens County, New York",4323,4323,3679,644,267,36.8
"36081050201","Census Tract 502.01, Queens County, New York",1410,1410,1219,191,54,34.5
"36081050202","Census Tract 502.02, Queens County, New York",1344,1344,1218,126,42,36
"36081050400","Census Tract 504, Queens County, New York",1831,1831,1683,148,47,36.9
"36081050500","Census Tract 505, Queens County, New York",1657,1657,1348,309,876,27.8
"36081050600","Census Tract 506, Queens County, New York",1553,1553,1434,119,30,38.6
"36081050700","Census Tract 507, Queens County, New York",3442,3442,2957,485,2372,28.9
"36081050800","Census Tract 508, Queens County, New York",1837,1837,1720,117,45,37.6
"36081051000","Census Tract 510, Queens County, New York",1540,1540,1377,163,35,39.7
"36081051100","Census Tract 511, Queens County, New York",2097,2097,1648,449,1633,33
"36081051200","Census Tract 512, Queens County, New York",2619,2619,2300,319,80,38.1
"36081051300","Census Tract 513, Queens County, New York",2367,2367,1856,511,1535,34.3
"36081051500","Census Tract 515, Queens County, New York",2852,2852,2287,565,2316,44
"36081051600","Census Tract 516, Queens County, New York",1866,1866,1707,159,53,39.5
"36081051700","Census Tract 517, Queens County, New York",1957,1957,1526,431,1658,29.7
"36081051800","Census Tract 518, Queens County, New York",1931,1931,1844,87,12,37.5
"36081052000","Census Tract 520, Queens County, New York",1521,1521,1419,102,33,38.6
"36081052100","Census Tract 521, Queens County, New York",1983,1983,1415,568,1567,26.7
"36081052200","Census Tract 522, Queens County, New York",1532,1532,1451,81,8,38.2
"36081052400","Census Tract 524, Queens County, New York",1739,1739,1640,99,10,37.2
"36081052500","Census Tract 525, Queens County, New York",2063,2063,1415,648,1500,36.8
"36081052600","Census Tract 526, Queens County, New York",1802,1802,1668,134,25,35.3
"36081052800","Census Tract 528, Queens County, New York",1442,1442,1375,67,15,36
"36081053000","Census Tract 530, Queens County, New York",2240,2240,2152,88,26,39.1
"36081053100","Census Tract 531, Queens County, New York",3114,3114,2122,992,2486,27.5
"36081053200","Census Tract 532, Queens County, New York",1675,1675,1597,78,31,39.9
"36081053401","Census Tract 534.01, Queens County, New York",1907,1907,1792,115,64,39.5
"36081053500","Census Tract 535, Queens County, New York",1123,1123,371,752,630,32.3
"36081053601","Census Tract 536.01, Queens County, New York",1577,1577,1440,137,33,38.6
"36081053800","Census Tract 538, Queens County, New York",1755,1755,1549,206,68,37
"36081053900","Census Tract 539, Queens County, New York",4147,4147,1900,2247,1774,29.4
"36081054000","Census Tract 540, Queens County, New York",4222,4222,3472,750,301,37.4
"36081054200","Census Tract 542, Queens County, New York",5074,5074,3975,1099,806,40.3
"36081054500","Census Tract 545, Queens County, New York",3722,3722,1147,2575,1690,27.1
"36081054700","Census Tract 547, Queens County, New York",4643,4643,1414,3229,1830,31
"36081054800","Census Tract 548, Queens County, New York",2319,2319,1939,380,288,42.1
"36081054900","Census Tract 549, Queens County, New York",5308,5308,1801,3507,2561,30.8
"36081055100","Census Tract 551, Queens County, New York",4573,4573,2473,2100,2830,30.5
"36081055200","Census Tract 552, Queens County, New York",3064,3064,2251,813,605,43.2
"36081055300","Census Tract 553, Queens County, New York",2454,2454,785,1669,772,31.7
"36081055400","Census Tract 554, Queens County, New York",2303,2303,1737,566,709,38.4
"36081055500","Census Tract 555, Queens County, New York",2147,2147,602,1545,841,31.8
"36081055600","Census Tract 556, Queens County, New York",2153,2153,1597,556,498,40.8
"36081055700","Census Tract 557, Queens County, New York",3915,3915,1627,2288,1931,31.8
"36081055800","Census Tract 558, Queens County, New York",1732,1732,1296,436,471,32.9
"36081055900","Census Tract 559, Queens County, New York",1217,1217,328,889,482,33.1
"36081056000","Census Tract 560, Queens County, New York",1647,1647,1152,495,517,31
"36081056100","Census Tract 561, Queens County, New York",73,73,47,26,44,32
"36081056200","Census Tract 562, Queens County, New York",1517,1517,1060,457,554,36.5
"36081056400","Census Tract 564, Queens County, New York",1783,1783,1189,594,550,31.9
"36081056500","Census Tract 565, Queens County, New York",1567,1567,363,1204,661,35.5
"36081056600","Census Tract 566, Queens County, New York",1487,1487,1141,346,307,37.1
"36081056700","Census Tract 567, Queens County, New York",4574,4574,2170,2404,2946,32.5
"36081056800","Census Tract 568, Queens County, New York",4550,4550,3610,940,616,37.4
"36081057700","Census Tract 577, Queens County, New York",3625,3625,2281,1344,2684,32.3
"36081057900","Census Tract 579, Queens County, New York",1592,1592,1020,572,1215,30.5
"36081058000","Census Tract 580, Queens County, New York",3641,3641,3302,339,189,39.8
"36081058100","Census Tract 581, Queens County, New York",2662,2662,1710,952,2012,33.9
"36081058200","Census Tract 582, Queens County, New York",4490,4490,4067,423,272,38.5
"36081058300","Census Tract 583, Queens County, New York",3254,3254,2092,1162,2349,34.7
"36081058500","Census Tract 585, Queens County, New York",4062,4062,2546,1516,2932,29.3
"36081058700","Census Tract 587, Queens County, New York",3296,3296,2531,765,2552,32.1
"36081058900","Census Tract 589, Queens County, New York",4196,4196,2508,1688,3143,29.2
"36081059000","Census Tract 590, Queens County, New York",1074,1074,1021,53,12,40.6
"36081059100","Census Tract 591, Queens County, New York",5826,5826,2533,3293,3589,26.7
"36081059200","Census Tract 592, Queens County, New York",1280,1280,1231,49,36,45.2
"36081059300","Census Tract 593, Queens County, New York",3881,3881,2865,1016,3054,37.3
"36081059400","Census Tract 594, Queens County, New York",1537,1537,1453,84,36,42.1
"36081059500","Census Tract 595, Queens County, New York",4700,4700,2657,2043,3097,28.7
"36081059600","Census Tract 596, Queens County, New York",1304,1304,1263,41,25,43
"36081059800","Census Tract 598, Queens County, New York",1643,1643,1537,106,32,39.1
"36081059900","Census Tract 599, Queens County, New York",1525,1525,1216,309,1269,20
"36081060000","Census Tract 600, Queens County, New York",1056,1056,1009,47,32,44.4
"36081060100","Census Tract 601, Queens County, New York",2111,2111,1510,601,1637,34.5
"36081060300","Census Tract 603, Queens County, New York",1706,1706,1199,507,1359,33.5
"36081060600","Census Tract 606, Queens County, New York",1381,1381,1293,88,23,41
"36081060701","Census Tract 607.01, Queens County, New York",25,25,19,6,20,0
"36081060800","Census Tract 608, Queens County, New York",1413,1413,1353,60,17,42.3
"36081061000","Census Tract 610, Queens County, New York",1268,1268,1216,52,26,43.5
"36081061200","Census Tract 612, Queens County, New York",1597,1597,1514,83,33,43.6
"36081061301","Census Tract 613.01, Queens County, New York",5295,5295,3816,1479,4123,26
"36081061302","Census Tract 613.02, Queens County, New York",19,19,15,4,15,0
"36081061400","Census Tract 614, Queens County, New York",1234,1234,1164,70,17,42.6
"36081061601","Census Tract 616.01, Queens County, New York",2180,2180,2070,110,47,43
"36081061602","Census Tract 616.02, Queens County, New York",1152,1152,1102,50,54,40
"36081061800","Census Tract 618, Queens County, New York",1583,1583,1505,78,54,43.5
"36081061900","Census Tract 619, Queens County, New York",2783,2783,2137,646,2364,32.3
"36081062000","Census Tract 620, Queens County, New York",1440,1440,1352,88,29,43.6
"36081062100","Census Tract 621, Queens County, New York",2746,2746,2001,745,2287,35.5
"36081062200","Census Tract 622, Queens County, New York",1983,1983,1867,116,55,43.1
"36081062300","Census Tract 623, Queens County, New York",1789,1789,1332,457,1518,29.3
"36081062400","Census Tract 624, Queens County, New York",1,1,1,0,0,60.5
"36081062500","Census Tract 625, Queens County, New York",2388,2388,1727,661,1968,26.3
"36081062600","Census Tract 626, Queens County, New York",2620,2620,2455,165,53,39.9
"36081062700","Census Tract 627, Queens County, New York",2879,2879,1985,894,2253,26.1
"36081062900","Census Tract 629, Queens County, New York",2782,2782,1941,841,2191,30.3
"36081063000","Census Tract 630, Queens County, New York",1579,1579,1508,71,26,42.3
"36081063200","Census Tract 632, Queens County, New York",2134,2134,2002,132,48,41.5
"36081063301","Census Tract 633.01, Queens County, New York",1416,1416,1098,318,1249,30.5
"36081063302","Census Tract 633.02, Queens County, New York",1476,1476,1198,278,1292,26.8
"36081063500","Census Tract 635, Queens County, New York",2513,2513,1990,523,2186,32
"36081063700","Census Tract 637, Queens County, New York",3148,3148,2482,666,2680,30
"36081063800","Census Tract 638, Queens County, New York",3425,3425,3078,347,345,37.1
"36081063900","Census Tract 639, Queens County, New York",2747,2747,2054,693,2204,37.5
"36081064101","Census Tract 641.01, Queens County, New York",1960,1960,1569,391,1546,38
"36081064102","Census Tract 641.02, Queens County, New York",113,113,94,19,103,0
"36081064500","Census Tract 645, Queens County, New York",1979,1979,1630,349,1213,39
"36081064600","Census Tract 646, Queens County, New York",2829,2829,2705,124,59,42.2
"36081065000","Census Tract 650, Queens County, New York",2650,2650,2534,116,64,41.7
"36081065400","Census Tract 654, Queens County, New York",2788,2788,2491,297,241,33.9
"36081065501","Census Tract 655.01, Queens County, New York",0,0,0,0,0,0
"36081065600","Census Tract 656, Queens County, New York",4853,4853,4383,470,365,32.5
"36081065702","Census Tract 657.02, Queens County, New York",1675,1675,1365,310,1425,23.5
"36081065703","Census Tract 657.03, Queens County, New York",2597,2597,2271,326,2416,29.5
"36081065900","Census Tract 659, Queens County, New York",1666,1666,1561,105,1578,56.5
"36081066000","Census Tract 660, Queens County, New York",3233,3233,2875,358,281,34.3
"36081066100","Census Tract 661, Queens County, New York",1495,1495,1380,115,1408,36
"36081066300","Census Tract 663, Queens County, New York",2601,2601,2323,278,2208,20.5
"36081066400","Census Tract 664, Queens County, New York",9612,9612,8792,820,724,33.4
"36081066501","Census Tract 665.01, Queens County, New York",3275,3275,2992,283,3127,37.5
"36081066701","Census Tract 667.01, Queens County, New York",2575,2575,2253,322,2279,30
"36081066900","Census Tract 669, Queens County, New York",1706,1706,1570,136,1528,37.5
"36081067100","Census Tract 671, Queens County, New York",2100,2100,1951,149,1741,31
"36081067700","Census Tract 677, Queens County, New York",1786,1786,1630,156,1610,35.5
"36081067900","Census Tract 679, Queens County, New York",4094,4094,2968,1126,2918,62.8
"36081068000","Census Tract 680, Queens County, New York",4708,4708,4409,299,152,37
"36081068200","Census Tract 682, Queens County, New York",1102,1102,1038,64,24,38.9
"36081068300","Census Tract 683, Queens County, New York",4210,4210,2484,1726,1383,39.8
"36081068700","Census Tract 687, Queens County, New York",4630,4630,3760,870,2099,38
"36081069000","Census Tract 690, Queens County, New York",3252,3252,2997,255,101,35
"36081069300","Census Tract 693, Queens County, New York",2883,2883,2306,577,1586,39.5
"36081069400","Census Tract 694, Queens County, New York",3314,3314,3080,234,125,33.2
"36081069500","Census Tract 695, Queens County, New York",2128,2128,1742,386,1171,40.5
"36081069701","Census Tract 697.01, Queens County, New York",3616,3616,2992,624,2243,36.5
"36081069702","Census Tract 697.02, Queens County, New York",3911,3911,3472,439,2161,37.5
"36081070300","Census Tract 703, Queens County, New York",2010,2010,1547,463,1308,39.5
"36081070700","Census Tract 707, Queens County, New York",2303,2303,2043,260,1374,49
"36081070900","Census Tract 709, Queens County, New York",2483,2483,2221,262,1393,37.5
"36081071100","Census Tract 711, Queens County, New York",5272,5272,4611,661,3331,39.8
"36081071303","Census Tract 713.03, Queens County, New York",4973,4973,4292,681,3633,36.8
"36081071304","Census Tract 713.04, Queens County, New York",6136,6136,5549,587,4752,45.8
"36081071305","Census Tract 713.05, Queens County, New York",4871,4871,4357,514,3103,38.3
"36081071306","Census Tract 713.06, Queens County, New York",5811,5811,4862,949,3682,34.7
"36081071600","Census Tract 716, Queens County, New York",0,0,0,0,0,0
"36081071701","Census Tract 717.01, Queens County, New York",5161,5161,4442,719,3385,41.3
"36081071702","Census Tract 717.02, Queens County, New York",3921,3921,3317,604,1933,51.8
"36081071900","Census Tract 719, Queens County, New York",2630,2630,2271,359,1778,50.2
"36081072100","Census Tract 721, Queens County, New York",4963,4963,4300,663,3439,45
"36081072300","Census Tract 723, Queens County, New York",2127,2127,1986,141,1407,38
"36081072900","Census Tract 729, Queens County, New York",1363,1363,1180,183,812,26.8
"36081073100","Census Tract 731, Queens County, New York",1515,1515,1380,135,974,38.3
"36081073700","Census Tract 737, Queens County, New York",2042,2042,1799,243,1446,34.5
"36081073900","Census Tract 739, Queens County, New York",5028,5028,4453,575,3692,45.8
"36081074100","Census Tract 741, Queens County, New York",3015,3015,2696,319,2127,39.5
"36081074300","Census Tract 743, Queens County, New York",4221,4221,3623,598,2780,36.6
"36081074500","Census Tract 745, Queens County, New York",3571,3571,2954,617,2398,44.9
"36081074700","Census Tract 747, Queens County, New York",3386,3386,2804,582,1390,44.3
"36081074900","Census Tract 749, Queens County, New York",1453,1453,1349,104,1109,43.5
"36081075701","Census Tract 757.01, Queens County, New York",4678,4678,4109,569,2857,40.8
"36081075702","Census Tract 757.02, Queens County, New York",4481,4481,4153,328,3048,54.6
"36081076901","Census Tract 769.01, Queens County, New York",4056,4056,3519,537,2848,41.3
"36081076902","Census Tract 769.02, Queens County, New York",1371,1371,1177,194,840,35.5
"36081077300","Census Tract 773, Queens County, New York",2234,2234,1834,400,1491,40.5
"36081077500","Census Tract 775, Queens County, New York",2273,2273,1857,416,1592,36.8
"36081077902","Census Tract 779.02, Queens County, New York",5263,5263,4971,292,4550,36
"36081077903","Census Tract 779.03, Queens County, New York",2972,2972,2187,785,1842,41.5
"36081077904","Census Tract 779.04, Queens County, New York",6155,6155,5261,894,3978,39.6
"36081077905","Census Tract 779.05, Queens County, New York",2455,2455,2021,434,1197,44.8
"36081077906","Census Tract 779.06, Queens County, New York",3633,3633,3161,472,2277,42.8
"36081077907","Census Tract 779.07, Queens County, New York",3193,3193,2799,394,2510,34.5
"36081077908","Census Tract 779.08, Queens County, New York",3755,3755,3077,678,1654,33.6
"36081078800","Census Tract 788, Queens County, New York",1818,1818,1640,178,73,37.2
"36081079000","Census Tract 790, Queens County, New York",2549,2549,2225,324,116,33.8
"36081079200","Census Tract 792, Queens County, New York",2280,2280,1974,306,94,39.7
"36081079300","Census Tract 793, Queens County, New York",1,1,0,1,0,0
"36081079701","Census Tract 797.01, Queens County, New York",7055,7055,6663,392,814,54.2
"36081079702","Census Tract 797.02, Queens County, New York",4502,4502,3834,668,601,50.8
"36081079900","Census Tract 799, Queens County, New York",3425,3425,2845,580,742,38
"36081080301","Census Tract 803.01, Queens County, New York",4382,4382,3703,679,948,31.5
"36081080302","Census Tract 803.02, Queens County, New York",3504,3504,2960,544,1297,37
"36081080900","Census Tract 809, Queens County, New York",6850,6850,5841,1009,4387,39.4
"36081081400","Census Tract 814, Queens County, New York",3543,3543,2897,646,215,36.4
"36081081800","Census Tract 818, Queens County, New York",3478,3478,2783,695,403,36.3
"36081083700","Census Tract 837, Queens County, New York",5388,5388,4982,406,944,37
"36081083800","Census Tract 838, Queens County, New York",4970,4970,3555,1415,1447,34.2
"36081084000","Census Tract 840, Queens County, New York",6478,6478,4860,1618,1221,35.1
"36081084500","Census Tract 845, Queens County, New York",5318,5318,4362,956,993,48.6
"36081084601","Census Tract 846.01, Queens County, New York",2730,2730,2027,703,820,35.5
"36081084602","Census Tract 846.02, Queens County, New York",1053,1053,734,319,271,25.5
"36081084900","Census Tract 849, Queens County, New York",7642,7642,6288,1354,865,49.4
"36081085300","Census Tract 853, Queens County, New York",5764,5764,5286,478,467,53.2
"36081085500","Census Tract 855, Queens County, New York",6649,6649,5201,1448,1319,43.5
"36081085700","Census Tract 857, Queens County, New York",5953,5953,4876,1077,970,55.8
"36081085900","Census Tract 859, Queens County, New York",5873,5873,5097,776,971,44.3
"36081086100","Census Tract 861, Queens County, New York",2370,2370,2021,349,478,43.5
"36081086300","Census Tract 863, Queens County, New York",7277,7277,5980,1297,1094,51.4
"36081086400","Census Tract 864, Queens County, New York",2634,2634,1555,1079,971,30.9
"36081086500","Census Tract 865, Queens County, New York",4514,4514,4079,435,934,54.3
"36081086900","Census Tract 869, Queens County, New York",2131,2131,1876,255,178,46.5
"36081087100","Census Tract 871, Queens County, New York",1752,1752,1136,616,346,30.2
"36081088400","Census Tract 884, Queens County, New York",7337,7337,6455,882,6761,29.5
"36081088901","Census Tract 889.01, Queens County, New York",10266,10266,8587,1679,3168,40.1
"36081089200","Census Tract 892, Queens County, New York",7430,7430,6930,500,7075,43
"36081090700","Census Tract 907, Queens County, New York",1355,1355,911,444,768,24.8
"36081091601","Census Tract 916.01, Queens County, New York",4079,4079,3991,88,4004,28.5
"36081091602","Census Tract 916.02, Queens County, New York",0,0,0,0,0,0
"36081091800","Census Tract 918, Queens County, New York",17,17,13,4,16,0
"36081091900","Census Tract 919, Queens County, New York",5766,5766,3881,1885,2572,50.6
"36081092200","Census Tract 922, Queens County, New York",2206,2206,2141,65,2121,44.5
"36081092500","Census Tract 925, Queens County, New York",3681,3681,2013,1668,1782,32.5
"36081092800","Census Tract 928, Queens County, New York",3246,3246,3106,140,3124,43.5
"36081092900","Census Tract 929, Queens County, New York",6496,6496,4258,2238,3248,30.8
"36081093401","Census Tract 934.01, Queens County, New York",3789,3789,3568,221,3608,56.3
"36081093402","Census Tract 934.02, Queens County, New York",3657,3657,3257,400,3186,46.1
"36081093800","Census Tract 938, Queens County, New York",5218,5218,4356,862,3949,48.5
"36081093900","Census Tract 939, Queens County, New York",4400,4400,3023,1377,2237,35.5
"36081094201","Census Tract 942.01, Queens County, New York",3380,3380,2300,1080,1220,31.3
"36081094202","Census Tract 942.02, Queens County, New York",4700,4700,3377,1323,1415,27.9
"36081094203","Census Tract 942.03, Queens County, New York",5369,5369,4508,861,3401,42.4
"36081094500","Census Tract 945, Queens County, New York",3971,3971,3219,752,2659,40.5
"36081094700","Census Tract 947, Queens County, New York",2577,2577,1523,1054,1492,29
"36081095400","Census Tract 954, Queens County, New York",5368,5368,4227,1141,975,30.7
"36081096400","Census Tract 964, Queens County, New York",4441,4441,3629,812,560,32
"36081097202","Census Tract 972.02, Queens County, New York",2795,2795,2261,534,140,24.5
"36081097203","Census Tract 972.03, Queens County, New York",6865,6865,4667,2198,784,25.9
"36081097204","Census Tract 972.04, Queens County, New York",3544,3544,2777,767,533,37.3
"36081097300","Census Tract 973, Queens County, New York",2016,2016,1840,176,1769,24.5
"36081098100","Census Tract 981, Queens County, New York",2249,2249,2000,249,1623,24.5
"36081098700","Census Tract 987, Queens County, New York",2444,2444,2121,323,1994,44.5
"36081099100","Census Tract 991, Queens County, New York",6507,6507,5940,567,5562,50.5
"36081099200","Census Tract 992, Queens County, New York",3803,3803,2727,1076,748,29.1
"36081099701","Census Tract 997.01, Queens County, New York",2670,2670,2458,212,2091,37.5
"36081099703","Census Tract 997.03, Queens County, New York",3892,3892,3553,339,2755,41.3
"36081099704","Census Tract 997.04, Queens County, New York",6868,6868,6353,515,5340,47.5
"36081099705","Census Tract 997.05, Queens County, New York",2632,2632,2388,244,1537,41.3
"36081099801","Census Tract 998.01, Queens County, New York",7608,7608,5364,2244,1075,35.4
"36081099802","Census Tract 998.02, Queens County, New York",5283,5283,4279,1004,1578,33.3
"36081099900","Census Tract 999, Queens County, New York",0,0,0,0,0,0
"36081100801","Census Tract 1008.01, Queens County, New York",2327,2327,2113,214,993,34.8
"36081100802","Census Tract 1008.02, Queens County, New York",8106,8106,6142,1964,1988,31
"36081101001","Census Tract 1010.01, Queens County, New York",9943,9943,7061,2882,3663,37.2
"36081101002","Census Tract 1010.02, Queens County, New York",4138,4138,3884,254,3347,58.1
"36081101700","Census Tract 1017, Queens County, New York",5689,5689,5144,545,4402,37.5
"36081102900","Census Tract 1029, Queens County, New York",3319,3319,2952,367,2426,54.5
"36081103201","Census Tract 1032.01, Queens County, New York",6456,6456,4323,2133,706,27
"36081103202","Census Tract 1032.02, Queens County, New York",6197,6197,4526,1671,3638,35.5
"36081103300","Census Tract 1033, Queens County, New York",4116,4116,3656,460,3234,22
"36081103900","Census Tract 1039, Queens County, New York",6151,6151,5293,858,4117,46.5
"36081104700","Census Tract 1047, Queens County, New York",7314,7314,6535,779,3698,38.5
"36081105900","Census Tract 1059, Queens County, New York",3556,3556,3278,278,2463,38
"36081107201","Census Tract 1072.01, Queens County, New York",2443,2443,2279,164,2316,54.5
"36081107202","Census Tract 1072.02, Queens County, New York",0,0,0,0,0,0
"36081108500","Census Tract 1085, Queens County, New York",2613,2613,2320,293,1608,37.5
"36081109300","Census Tract 1093, Queens County, New York",3034,3034,2785,249,2032,50
"36081109700","Census Tract 1097, Queens County, New York",1887,1887,1649,238,1339,19.5
"36081109900","Census Tract 1099, Queens County, New York",3277,3277,2797,480,2112,41.5
"36081111300","Census Tract 1113, Queens County, New York",2559,2559,2313,246,1607,50.3
"36081112300","Census Tract 1123, Queens County, New York",2102,2102,1729,373,1017,45.1
"36081112900","Census Tract 1129, Queens County, New York",2242,2242,2033,209,1531,31
